NSN,First_Name,Surname,DOB,Gender,Ethnicity,Citizenship_Status,Residency_Status,Faculty_Home,Enrolment_Status,Year_of_Study,Disability_Flag,First_in_Family
1000001700,Olivia,Smith,2000-09-28,Female,Unknown/Not Stated,International,International,Science & Technology,Enrolled,2,N,N
1000001701,Sina,Tuilagi,1991-12-30,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Withdrawn,4,N,N
1000001702,Lin,Nguyen,1984-02-20,Female,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Completed,4,N,Y
1000001703,Maria,Park,1991-10-28,Female,Asian,International,International,Business & Economics,Enrolled,4,N,Y
1000001704,Lily,Patel,1968-08-30,Female,Unknown/Not Stated,NZ Citizen,Domestic,Health Sciences,Enrolled,2,N,N
1000001705,Mere,Māhaki,1995-09-03,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,4,N,Y
1000001706,James,Tūhoe,1984-12-30,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000001707,Isabella,Costa,1976-12-21,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000001708,Mei,Thompson,2004-10-12,Female,Unknown/Not Stated,International,International,Business & Economics,Withdrawn,4,N,Y
1000001709,Matiu,Walker,1982-07-07,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Completed,1,Y,N
1000001710,Lucas,Fitzgerald,1993-06-22,Male,Asian,NZ Permanent Resident,Domestic,Business & Economics,Withdrawn,2,N,Y
1000001711,Oscar,Ferreira,1977-05-07,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001712,Aroha,Latu,1998-06-10,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,3,Y,N
1000001713,Wei,Murphy,1994-05-06,Male,Unknown/Not Stated,International,International,Arts & Social Sciences,Enrolled,4,N,N
1000001714,Whina,Smith,2003-11-07,Female,MELAA,International,International,Science & Technology,Enrolled,4,N,N
1000001715,Morgan,Fitzgerald,1989-07-07,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,N
1000001716,Lily,Anderson,2007-06-10,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,2,Y,N
1000001717,Sione,Thompson,2005-04-22,Male,Pacific Peoples,NZ Citizen,Domestic,Foundation Studies,Withdrawn,3,N,N
1000001718,Mia,Thompson,1989-02-02,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,Y,Y
1000001719,Miguel,Parata,1987-06-08,Male,Other,NZ Citizen,Domestic,Arts & Social Sciences,Completed,3,N,N
1000001720,Sage,Taylor,1990-07-20,Non-binary / Gender Diverse,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,Y
1000001721,Moana,Wilson,1972-01-15,Female,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,2,Y,N
1000001722,Mason,Sullivan,1984-03-06,Male,Māori,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000001723,Finn,Smith,1988-01-29,Male,MELAA,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,Y,N
1000001724,Lin,Jones,1993-09-11,Female,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Withdrawn,3,N,Y
1000001725,Tupou,Jones,1978-10-13,Male,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000001726,William,Ngāta,1999-01-14,Male,Other,International,International,Education,Enrolled,1,N,N
1000001727,Liam,Kumar,2004-10-21,Male,Pacific Peoples,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000001728,Wei,Campbell,1989-03-19,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001729,Mere,Latu,1996-12-16,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001730,Olivia,O'Brien,1990-07-28,Female,Asian,International,International,Business & Economics,Enrolled,1,N,Y
1000001731,Priya,Tūhoe,2001-11-22,Female,Asian,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,3,N,N
1000001732,Lily,Zhang,1998-12-12,Female,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,3,N,Y
1000001733,Leilani,Ferreira,1988-07-02,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000001734,Mere,Li,1982-03-12,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001735,Hemi,Smith,1993-09-12,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001736,Sophie,Campbell,1994-11-16,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001737,Liam,Williams,1998-11-13,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,N
1000001738,Lin,O'Brien,1996-07-18,Female,Asian,International,International,Business & Economics,Enrolled,2,N,Y
1000001739,Caleb,Ngāta,1989-02-16,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001740,Rangi,Seu,1980-12-30,Male,NZ European,NZ Permanent Resident,Domestic,Health Sciences,Completed,2,N,N
1000001741,Amelia,McCarthy,1997-12-05,Female,MELAA,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001742,Sione,Smith,2002-11-24,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,4,N,N
1000001743,Mere,Chen,1999-04-08,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001744,Fatima,Seu,1977-09-18,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Withdrawn,1,N,Y
1000001745,Leilani,Fono,1981-09-18,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,4,N,Y
1000001746,Mason,Costa,2006-12-27,Male,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001747,Oliver,Smith,2000-09-22,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000001748,Henry,Ngāta,2002-03-22,Male,Asian,International,International,Education,Completed,1,Y,N
1000001749,Sam,Patel,1993-08-27,Male,Other,International,International,Business & Economics,Enrolled,1,N,N
1000001750,Amir,Harris,2005-04-28,Male,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,N
1000001751,Charlotte,Tuilagi,1999-03-22,Female,Unknown/Not Stated,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,Y
1000001752,Charlotte,Campbell,1986-05-08,Female,MELAA,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,4,N,N
1000001753,Hemi,Jones,2006-12-17,Male,Asian,NZ Permanent Resident,Domestic,Arts & Social Sciences,Completed,1,N,N
1000001754,Lucy,Ngāta,1994-06-01,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,3,Y,N
1000001755,Rangi,Te Hau,1994-06-22,Male,Asian,International,International,Business & Economics,Enrolled,2,N,Y
1000001756,Lucas,Brown,1998-10-28,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001757,Aroha,Liu,1997-07-01,Female,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001758,Carlos,Wilson,1988-09-20,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,Y
1000001759,Oscar,Ferreira,1997-09-05,Male,Other,International,International,Education,Enrolled,4,N,Y
1000001760,Finn,Sullivan,1994-04-27,Male,Asian,NZ Permanent Resident,Domestic,Science & Technology,Withdrawn,2,N,Y
1000001761,Sophie,Fraser,1971-09-19,Female,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Completed,3,Y,N
1000001762,Aroha,Campbell,2003-04-05,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,Y
1000001763,Lucas,Thompson,1986-04-20,Male,Asian,International,International,Science & Technology,Enrolled,3,N,Y
1000001764,Priya,Ferreira,1977-06-14,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,Y,N
1000001765,Leilani,Māhaki,1970-08-21,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000001766,Ava,Stewart,1991-08-25,Female,Asian,International,International,Education,Withdrawn,2,N,N
1000001767,Ngaio,Brown,1989-06-10,Female,Asian,International,International,Business & Economics,Enrolled,1,N,Y
1000001768,Mei,Zhang,1990-01-22,Female,Māori,NZ Citizen,Domestic,Education,Completed,4,N,N
1000001769,Ava,Faleolo,2007-07-03,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001770,Hine,Zhang,1983-01-13,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000001771,Tama,Harris,1995-03-28,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Completed,4,Y,N
1000001772,Olivia,Zhang,2000-06-14,Female,Other,International,International,Business & Economics,Enrolled,4,N,Y
1000001773,Jack,Brown,1972-09-04,Male,Asian,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,4,N,Y
1000001774,Liam,McCarthy,2002-08-31,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
100001775,Emma,Chen,1982-09-03,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,Y,Y
1000001776,Mei,Smith,1988-01-28,Female,Asian,International,International,Education,Enrolled,1,N,Y
1000001777,Ava,Smith,1996-08-27,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,4,N,N
1000001778,Morgan,Latu,1990-02-17,Non-binary / Gender Diverse,MELAA,International,International,Arts & Social Sciences,Completed,2,N,Y
1000001779,Mia,Ferreira,1979-11-20,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,4,N,Y
1000001780,Mei,Santos,2001-08-31,Female,Asian,International,International,Education,Enrolled,4,N,N
1000001781,Oliver,Martin,1980-06-27,Male,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001782,William,Anderson,1979-04-06,Male,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000001783,Sam,Taylor,1977-10-10,Male,Māori,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,1,N,N
1000001784,Tama,Zhang,1998-03-10,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,N
1000001785,Fatima,Park,2004-06-18,Female,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Withdrawn,4,N,Y
1000001786,Ruby,Costa,1997-11-12,Female,,International,International,Education,Enrolled,3,Y,N
1000001787,Oscar,Ferreira,1972-08-29,Male,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,3,N,Y
1000001788,Lucas,Chen,1974-09-06,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001789,Leo,Harris,2005-07-21,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,Y
1000001790,Jack,Taylor,1971-10-09,Male,NZ European,NZ Citizen,Domestic,Education,Completed,2,N,N
1000001791,Tama,Fitzgerald,1991-07-07,Male,Unknown/Not Stated,International,International,Business & Economics,Enrolled,3,N,Y
1000001792,Whina,Sato,1972-05-02,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001793,Ben,Williams,1992-01-30,Male,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,N
1000001794,Tama,Kumar,1992-03-11,Male,Other,International,International,Science & Technology,Withdrawn,3,N,N
1000001795,Miguel,Seu,1978-08-01,Male,MELAA,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001796,Noah,Williams,1988-01-04,Male,Unknown/Not Stated,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,Y,Y
1000001797,Amir,Seu,2005-03-27,Male,Asian,International,International,Education,Completed,1,N,N
1000001798,Logan,Nguyen,1986-11-25,Male,Asian,International,International,Business & Economics,Completed,1,N,Y
1000001799,Ava,Singh,1988-02-11,Female,Asian,International,International,Arts & Social Sciences,Withdrawn,1,N,N
1000001800,Whina,Murphy,1986-11-08,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000001801,Tupou,Sullivan,2001-08-02,Male,Asian,International,International,Education,Enrolled,2,N,N
1000001802,Grace,Fraser,1987-08-17,Female,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Withdrawn,1,N,N
1000001803,Noah,Ferreira,1998-09-13,Male,Asian,International,International,Arts & Social Sciences,Enrolled,4,N,Y
1000001804,Ngaio,Ioane,1985-09-21,Female,Asian,International,International,Education,Enrolled,1,N,Y
1000001805,Aroha,Martin,2001-05-29,Female,Asian,International,International,Business & Economics,Enrolled,2,Y,N
1000001806,Sione,Singh,1982-07-20,Male,MELAA,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000001807,Leo,Walker,1988-12-15,Male,Asian,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000001808,Alex,Park,1985-09-15,Non-binary / Gender Diverse,Asian,International,International,Education,Withdrawn,1,N,N
1000001809,Ava,Zhang,1980-06-03,Female,NZ European,NZ Citizen,Domestic,Education,Completed,3,N,Y
1000001810,Wei,Ferreira,2005-05-30,Female,Other,International,International,Education,Enrolled,2,N,Y
1000001811,Amelia,Nguyen,2003-01-21,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,3,N,Y
1000001812,Mia,Li,1983-12-02,Female,MELAA,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,3,N,Y
1000001813,Wei,Sato,1984-08-16,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000001814,Aisha,Williams,2006-03-18,Female,Other,NZ Citizen,Domestic,Foundation Studies,Completed,4,N,Y
1000001815,William,Faleolo,1988-07-26,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000001816,Max,Parata,2003-02-28,Male,Other,NZ Citizen,Domestic,Health Sciences,Enrolled,3,N,N
1000001817,Ngaio,Māhaki,1969-11-23,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,Y
1000001818,Lucy,Kumar,1979-12-08,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001819,Emma,Sato,2002-01-22,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000001820,Lucy,Anderson,2004-08-26,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,1,N,N
1000001821,Oscar,Smith,1997-12-01,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000001822,Mere,Brown,2001-03-30,Female,Asian,International,International,Science & Technology,Completed,2,N,N
1000001823,Leilani,Anderson,2003-02-09,Female,Other,International,International,Business & Economics,Enrolled,2,Y,Y
1000001824,Amelia,Li,1980-03-07,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,N,Y
1000001825,Rangi,Chen,1983-05-02,Male,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,Y
1000001826,Wei,Anderson,1995-03-15,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,Y
1000001827,Amelia,Zhang,1989-01-21,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000001828,Mei,Liu,1980-04-05,Female,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Withdrawn,3,N,N
1000001829,Leo,Te Hau,1989-08-06,Male,Māori,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000001830,Lily,Li,1984-01-23,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000001831,Ava,Zhang,1988-05-18,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,N
1000001832,Max,Faleolo,1981-12-02,Male,Pacific Peoples,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,1,N,N
1000001833,Ming,Costa,1986-03-06,Male,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000001834,Hine,Martin,1985-11-19,Female,Other,International,International,Business & Economics,Enrolled,2,N,N
1000001835,Lin,Latu,1989-12-03,Female,Asian,International,International,Education,Enrolled,2,N,N
1000001836,Aisha,Ferreira,2002-12-07,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,3,N,Y
1000001837,Aroha,Te Hau,2005-10-25,Female,Other,International,International,Education,Enrolled,2,N,Y
1000001838,Aisha,Liu,1990-09-30,Female,Unknown/Not Stated,International,International,Business & Economics,Enrolled,4,N,Y
1000001839,Skyler,Tūhoe,1970-02-13,Non-binary / Gender Diverse,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001840,Sina,Li,1994-04-03,Female,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001841,Noah,Kim,2001-07-31,Male,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,3,N,Y
1000001842,Ruby,Costa,1993-03-20,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000001843,Oliver,Park,1969-02-26,Male,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,Y
1000001844,Sione,Ngāta,1997-10-08,Male,Other,International,International,Education,Enrolled,3,N,N
1000001845,Henry,O'Brien,1994-06-20,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,Y
1000001846,Rangi,Fono,1997-06-19,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000001847,Jordan,Te Hau,1989-04-28,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Education,Withdrawn,1,N,N
1000001848,Emma,Wilson,1980-06-11,Female,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000001849,Isabella,Singh,2000-07-13,Female,MELAA,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,N
1000001850,Sione,Smith,1996-10-15,Male,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000001851,Wiremu,O'Brien,1993-11-28,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001852,Priya,Kumar,1987-08-31,Female,Unknown/Not Stated,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,N
1000001853,Wiremu,Fraser,1992-05-28,Male,Other,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000001854,Grace,Latu,1997-01-24,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000001855,Maria,Patel,1969-10-11,Female,Māori,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,N
1000001856,Mere,Jones,1984-05-18,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000001857,Ruby,Harris,1995-11-22,,Māori,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,1,N,N
1000001858,Henry,Jones,2005-05-25,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Completed,4,N,Y
1000001859,Noah,Williams,1989-11-25,Male,Other,International,International,Education,Enrolled,1,N,N
1000001860,Teuila,Anderson,1976-05-05,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000001861,Lin,Harris,1996-04-10,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000001862,Rangi,Smith,1990-05-24,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,Y
1000001863,Aroha,Seu,1995-01-27,Female,Unknown/Not Stated,NZ Citizen,Domestic,Education,Completed,4,N,N
1000001864,Maria,Sullivan,1983-11-04,Female,Māori,NZ Citizen,Domestic,Foundation Studies,Enrolled,3,N,Y
1000001865,Mia,Anderson,1987-02-14,Female,Unknown/Not Stated,International,International,Business & Economics,Enrolled,1,N,N
1000001866,Hemi,Fitzgerald,1998-02-11,Male,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000001867,Lin,Murphy,1993-06-28,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,N
1000001868,Hemi,Sullivan,2002-05-19,Male,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,Y
1000001869,Jack,Latu,1989-01-26,Male,Unknown/Not Stated,International,International,Arts & Social Sciences,Completed,3,N,Y
1000001870,Carlos,Smith,1992-09-04,Male,Unknown/Not Stated,International,International,Business & Economics,Enrolled,1,N,N
1000001871,Mere,Wang,1985-12-08,Female,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,3,N,N
1000001872,Olivia,Zhang,1972-06-09,Female,NZ European,NZ Citizen,Domestic,Health Sciences,Completed,1,N,N
1000001873,Aisha,Martin,1982-02-11,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,3,N,Y
1000001874,Leilani,Harris,1998-04-10,Female,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,N
1000001875,Amelia,Li,1969-05-21,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000001876,Mason,Smith,1997-02-16,Male,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,Y
1000001877,Olivia,Taylor,1986-08-18,Female,Māori,NZ Citizen,Domestic,Education,Withdrawn,2,N,Y
1000001878,Ruby,Campbell,1986-09-07,Female,Asian,International,International,Health Sciences,Enrolled,2,N,N
1000001879,Lin,Thompson,2003-01-05,Female,MELAA,International,International,Business & Economics,Enrolled,4,N,Y
1000001880,Miguel,Williams,2000-05-06,Male,Other,International,International,Business & Economics,Enrolled,2,N,N
1000001881,Ngaio,Sullivan,1988-06-16,Female,Asian,International,International,Business & Economics,Enrolled,1,N,Y
1000001882,Priya,Jones,1995-07-12,Female,Māori,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,1,N,N
