NSN,Faculty,Citizenship_Status,Ethnicity,Gender,Year_of_Study,Disability_Flag,First_in_Family,Teaching_Score,Support_Score,Sense_of_Belonging,Admin_Experience,Retention_Likelihood,Survey_Response_Flag,Survey_Year,Free_Text_Theme
1000000911,Science & Technology,NZ Permanent Resident,NZ European,Female,4,N,Y,7.5,6.4,5.5,7.4,6.3,Y,2024,Administrative processes were confusing
1000001041,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,4.5,7.0,5.1,6.7,5.8,Y,2024,Cultural events helped me feel included
1000000047,Science & Technology,International,Other,Female,1,N,Y,4.4,7.0,6.8,6.5,5.5,Y,2024,Scholarship support made a real difference
1000005559,Education,International,Other,Not Stated,1,N,N,5.9,6.0,6.6,5.4,4.6,Y,2024,Strong industry connections in my programme
1000005621,Business & Economics,NZ Citizen,NZ European,Male,1,N,N,5.8,3.4,4.9,9.2,6.2,Y,2024,Would appreciate more feedback on assessments
1000001350,Arts & Social Sciences,NZ Citizen,Māori,Female,3,N,Y,7.1,5.3,5.5,3.3,4.9,Y,2024,Support services were very helpful
1000000443,Science & Technology,NZ Citizen,Asian,Female,3,N,Y,6.0,6.9,7.0,5.1,6.5,Y,2024,Timetabling clashes made study difficult
1000004471,Business & Economics,NZ Citizen,NZ European,Female,1,N,Y,10.0,6.5,6.4,9.2,7.4,Y,2024,Would appreciate more feedback on assessments
1000001061,Business & Economics,NZ Permanent Resident,NZ European,Male,2,N,N,7.7,8.4,7.1,6.1,7.0,Y,2024,Would benefit from more career guidance
1000001451,Education,International,Asian,Female,4,N,N,7.5,9.3,4.0,5.6,6.5,Y,2024,Great sense of community in my programme
1000004508,Business & Economics,NZ Citizen,NZ European,Female,3,N,Y,7.9,7.4,4.7,3.2,5.9,Y,2024,Library resources met my needs
1000002942,Arts & Social Sciences,NZ Citizen,Asian,Female,3,N,Y,9.4,9.3,10.0,4.5,8.8,Y,2024,Course content felt outdated in places
1000003483,Science & Technology,NZ Citizen,NZ European,Male,1,N,Y,8.1,6.3,8.8,6.3,6.6,Y,2024,Workload felt unmanageable at times
1000002549,Education,NZ Citizen,NZ European,Female,1,N,N,8.5,6.9,7.3,6.7,7.6,Y,2024,Support services were very helpful
1000003543,Education,International,Asian,Male,3,N,N,7.5,8.6,5.9,7.4,6.4,Y,2024,Workload felt unmanageable at times
1000006387,Science & Technology,NZ Permanent Resident,Unknown/Not Stated,Female,2,N,N,5.6,7.4,6.3,2.2,5.6,Y,2024,Would benefit from more career guidance
1000004561,Science & Technology,NZ Citizen,Māori,Female,2,N,N,8.6,6.2,5.9,7.8,5.8,Y,2024,English language support was invaluable
1000004585,Education,International,MELAA,Male,1,Y,N,10.0,8.3,10.0,2.9,8.0,Y,2024,Lecturers were approachable and knowledgeable
1000002691,Arts & Social Sciences,International,Asian,Male,3,N,Y,8.3,6.2,5.6,5.8,6.6,Y,2024,English language support was invaluable
1000001055,Business & Economics,NZ Citizen,NZ European,Female,4,N,N,8.8,6.4,2.6,6.0,6.1,Y,2024,Administrative processes were confusing
1000000848,Business & Economics,International,Asian,Female,2,N,Y,7.1,5.6,6.0,3.9,5.2,Y,2024,Lecturers were approachable and knowledgeable
1000003217,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Female,4,N,N,8.1,7.8,7.3,7.7,7.5,Y,2024,Campus facilities are excellent
1000003159,Foundation Studies,NZ Permanent Resident,NZ European,Female,2,N,Y,3.4,4.5,7.8,5.1,4.3,Y,2024,Lecturers were approachable and knowledgeable
1000002229,Science & Technology,NZ Citizen,NZ European,Female,2,Y,Y,8.6,6.6,6.8,8.0,7.5,Y,2024,Great sense of community in my programme
1000005603,Foundation Studies,NZ Citizen,Other,Female,2,N,N,6.1,7.6,3.7,3.1,5.5,Y,2024,Clear pathway to employment in my field
1000001294,Business & Economics,International,Unknown/Not Stated,Female,2,N,Y,7.0,7.3,7.3,5.0,5.6,Y,2024,English language support was invaluable
1000006320,Arts & Social Sciences,NZ Citizen,NZ European,Female,2,N,Y,6.5,5.9,7.3,6.3,6.7,Y,2024,Scholarship support made a real difference
1000006243,Business & Economics,NZ Permanent Resident,NZ European,Male,1,N,Y,6.5,6.2,3.6,4.9,5.6,Y,2024,Strong industry connections in my programme
1000005835,Arts & Social Sciences,NZ Citizen,NZ European,Female,2,N,N,7.6,7.2,10.0,4.9,6.9,Y,2024,Timetabling clashes made study difficult
1000006067,Education,NZ Citizen,Māori,Female,4,N,N,6.1,6.2,4.4,8.7,6.0,Y,2024,Course content felt outdated in places
1000005545,Business & Economics,NZ Citizen,NZ European,Female,3,N,N,10.0,6.1,3.6,8.3,6.6,Y,2024,Strong industry connections in my programme
1000004628,Foundation Studies,NZ Citizen,NZ European,Male,1,N,Y,4.9,6.1,6.3,5.9,5.7,Y,2024,Scholarship support made a real difference
1000001872,Health Sciences,NZ Citizen,NZ European,Female,1,N,N,7.5,5.7,4.3,4.8,6.1,Y,2024,Cultural events helped me feel included
1000001112,Education,NZ Permanent Resident,NZ European,Male,3,N,Y,8.1,6.0,2.5,7.1,6.3,Y,2024,Workload felt unmanageable at times
1000001623,Business & Economics,NZ Citizen,Asian,Female,2,N,N,6.2,5.1,6.8,10.0,6.9,Y,2024,Strong industry connections in my programme
1000000776,Education,NZ Citizen,Pacific Peoples,Female,2,N,N,7.8,7.9,2.8,1.5,6.1,Y,2024,Enjoyed the hands-on learning approach
1000006143,Science & Technology,NZ Permanent Resident,Pacific Peoples,Male,2,N,N,7.5,7.1,3.2,9.7,6.3,Y,2024,Cultural events helped me feel included
1000000183,Arts & Social Sciences,NZ Citizen,NZ European,Female,4,N,N,4.3,8.5,6.4,3.0,5.4,Y,2024,Enjoyed the hands-on learning approach
1000002488,Health Sciences,NZ Citizen,Other,Male,4,N,Y,5.7,6.8,6.9,5.3,6.0,Y,2024,Would appreciate more feedback on assessments
1000005983,Business & Economics,NZ Citizen,Pacific Peoples,Male,2,N,N,8.8,6.1,10.0,4.6,7.1,Y,2024,Support services were very helpful
1000004393,Science & Technology,International,Other,Not Stated,3,N,Y,4.6,7.4,2.7,3.7,5.1,Y,2024,Strong industry connections in my programme
1000006482,Education,NZ Permanent Resident,Pacific Peoples,Female,4,N,N,6.1,7.1,4.6,4.9,5.4,Y,2024,Timetabling clashes made study difficult
1000001513,Business & Economics,NZ Citizen,NZ European,Not Stated,3,N,N,10.0,7.4,4.7,5.6,7.2,Y,2024,Library resources met my needs
1000002880,Business & Economics,NZ Citizen,NZ European,Female,2,N,N,8.4,4.1,4.1,5.2,6.0,Y,2024,Strong industry connections in my programme
1000000734,Arts & Social Sciences,NZ Permanent Resident,Pacific Peoples,Female,1,N,N,8.5,8.5,7.1,7.8,7.1,Y,2024,Enjoyed the hands-on learning approach
1000005503,Business & Economics,NZ Citizen,NZ European,Female,3,N,N,7.9,5.1,6.4,6.5,6.7,Y,2024,Workload felt unmanageable at times
1000002418,Business & Economics,NZ Citizen,Māori,Female,2,N,N,8.6,8.0,6.1,6.5,7.3,Y,2024,Workload felt unmanageable at times
1000001168,Arts & Social Sciences,NZ Citizen,NZ European,Female,1,N,Y,10.0,6.6,7.3,5.0,7.7,Y,2024,English language support was invaluable
1000003017,Arts & Social Sciences,NZ Permanent Resident,Asian,Female,4,N,N,7.9,6.6,8.4,8.7,7.8,Y,2024,Great sense of community in my programme
1000004214,Education,NZ Citizen,Māori,Non-binary / Gender Diverse,1,N,N,7.4,8.7,4.5,6.2,7.0,Y,2024,Support services were very helpful
1000005065,Education,International,Asian,Female,2,N,N,6.3,6.5,5.7,5.6,5.8,Y,2024,Course content felt outdated in places
1000003172,Business & Economics,NZ Permanent Resident,NZ European,Female,1,N,Y,6.7,5.5,8.4,2.3,5.7,Y,2024,Cultural events helped me feel included
1000004267,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,Y,N,7.4,4.0,5.6,6.1,5.7,Y,2024,Workload felt unmanageable at times
1000002406,Arts & Social Sciences,International,MELAA,Male,3,N,Y,5.1,5.5,7.7,6.2,6.3,Y,2024,Cultural events helped me feel included
1000003317,Business & Economics,NZ Citizen,NZ European,Female,1,N,Y,6.7,7.4,5.1,7.3,6.3,Y,2024,Clear pathway to employment in my field
1000002542,Education,NZ Citizen,NZ European,Male,3,N,N,7.5,5.9,4.4,8.3,6.3,Y,2024,Lecturers were approachable and knowledgeable
1000000485,Education,NZ Citizen,NZ European,Female,2,N,N,4.2,10.0,5.1,5.8,7.0,Y,2024,Cultural events helped me feel included
1000004610,Education,NZ Citizen,NZ European,Male,2,N,Y,7.4,7.0,4.3,3.2,5.9,Y,2024,Would appreciate more feedback on assessments
1000000452,Business & Economics,NZ Citizen,Pacific Peoples,Male,1,Y,Y,7.7,5.9,5.7,7.2,5.7,Y,2024,Felt isolated during online delivery
1000003303,Arts & Social Sciences,International,Asian,Male,1,N,N,6.7,5.8,7.0,3.9,5.6,Y,2024,Strong industry connections in my programme
1000002202,Business & Economics,NZ Citizen,Māori,Female,1,N,N,9.2,6.8,7.4,6.8,7.6,Y,2024,Timetabling clashes made study difficult
1000003305,Science & Technology,NZ Citizen,NZ European,Female,1,N,N,8.7,7.7,7.8,5.4,7.7,Y,2024,Lecturers were approachable and knowledgeable
1000004969,Education,International,Asian,Male,4,N,N,7.4,7.2,8.0,6.4,6.4,Y,2024,Would appreciate more feedback on assessments
1000003437,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Male,1,N,N,7.7,5.1,5.9,9.8,7.3,Y,2024,Felt isolated during online delivery
1000000030,Education,NZ Citizen,NZ European,Male,2,N,Y,8.4,7.9,6.2,10.0,7.6,Y,2024,Timetabling clashes made study difficult
1000000789,Education,NZ Citizen,NZ European,Male,2,N,N,5.6,8.2,6.4,3.6,6.4,Y,2024,English language support was invaluable
1000002874,Education,NZ Citizen,NZ European,Female,3,N,Y,7.2,8.1,7.3,5.1,6.9,Y,2024,Administrative processes were confusing
1000003127,Business & Economics,NZ Permanent Resident,NZ European,Male,1,N,N,6.7,5.8,8.5,5.8,7.2,Y,2024,Lecturers were approachable and knowledgeable
1000006104,Arts & Social Sciences,NZ Permanent Resident,NZ European,Male,2,Y,Y,9.3,5.1,1.2,8.3,5.5,Y,2024,English language support was invaluable
1000004349,Foundation Studies,NZ Citizen,Asian,Male,3,N,Y,5.4,7.4,6.8,8.7,6.2,Y,2024,Would benefit from more career guidance
1000002227,Science & Technology,NZ Citizen,NZ European,Female,3,N,N,7.8,8.2,8.3,5.8,7.8,Y,2024,Timetabling clashes made study difficult
1000003355,Arts & Social Sciences,NZ Citizen,Asian,Female,4,N,N,7.6,5.7,4.5,4.8,5.9,Y,2024,Lecturers were approachable and knowledgeable
1000001539,Education,NZ Citizen,MELAA,Male,3,N,Y,8.5,9.3,4.1,5.2,7.5,Y,2024,Support services were very helpful
1000001109,Education,NZ Citizen,Māori,Male,4,N,N,6.9,6.6,3.6,6.0,5.4,Y,2024,Would appreciate more feedback on assessments
1000000100,Science & Technology,NZ Citizen,Pacific Peoples,Female,1,N,N,8.6,5.3,4.5,6.4,6.2,Y,2024,Support services were very helpful
1000004417,Arts & Social Sciences,NZ Citizen,NZ European,Non-binary / Gender Diverse,2,N,N,6.8,5.7,8.0,8.5,7.4,Y,2024,Timetabling clashes made study difficult
1000002792,Arts & Social Sciences,NZ Citizen,NZ European,Female,4,N,N,5.1,8.4,5.9,4.9,6.1,Y,2024,Library resources met my needs
1000003711,Business & Economics,NZ Citizen,Māori,Male,3,N,N,8.5,7.6,5.5,6.6,6.8,Y,2024,Support services were very helpful
1000001443,Science & Technology,NZ Citizen,Other,Female,3,N,Y,7.6,6.8,4.0,7.9,7.1,Y,2024,Lecturers were approachable and knowledgeable
1000006282,Education,International,Other,Female,1,N,N,5.6,7.0,5.0,5.4,5.4,Y,2024,Library resources met my needs
1000002699,Education,International,Unknown/Not Stated,Female,3,N,N,6.5,4.4,3.0,5.1,3.4,Y,2024,Cultural events helped me feel included
1000004102,Education,NZ Citizen,NZ European,Female,3,N,N,7.5,8.9,9.4,2.7,7.3,Y,2024,Would appreciate more feedback on assessments
1000001961,Business & Economics,NZ Citizen,Asian,Male,3,N,Y,6.1,6.9,4.3,9.5,6.2,Y,2024,Scholarship support made a real difference
1000001083,Arts & Social Sciences,NZ Citizen,Asian,Female,1,N,Y,9.0,6.3,7.2,4.9,6.7,Y,2024,Enjoyed the hands-on learning approach
1000003753,Arts & Social Sciences,International,Other,Female,2,N,N,9.9,7.3,6.6,8.0,7.0,Y,2024,Library resources met my needs
1000000861,Arts & Social Sciences,NZ Citizen,Asian,Male,2,N,N,6.0,9.4,9.9,5.4,7.5,Y,2024,Scholarship support made a real difference
1000006489,Foundation Studies,NZ Citizen,NZ European,Female,3,N,N,3.7,5.4,6.8,7.8,4.8,Y,2024,Administrative processes were confusing
1000000903,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Female,1,N,N,7.6,5.2,7.5,5.3,6.7,Y,2024,Campus facilities are excellent
1000002410,Foundation Studies,NZ Citizen,NZ European,Female,4,N,N,6.5,5.4,7.9,3.3,5.4,Y,2024,Campus facilities are excellent
1000000109,Business & Economics,International,Other,Male,1,N,Y,5.3,6.0,5.3,6.6,4.9,Y,2024,Cultural events helped me feel included
1000003667,Health Sciences,NZ Citizen,NZ European,Female,4,N,N,7.7,8.2,8.6,6.0,7.1,Y,2024,Support services were very helpful
1000004251,Science & Technology,NZ Citizen,NZ European,Female,2,N,N,4.6,6.4,2.3,9.7,5.7,Y,2024,Administrative processes were confusing
1000005448,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,N,5.9,4.5,8.4,4.2,5.3,Y,2024,Would benefit from more career guidance
1000005185,Business & Economics,International,Asian,Male,1,N,N,6.2,6.9,7.2,8.3,6.7,Y,2024,Workload felt unmanageable at times
1000005612,Business & Economics,NZ Citizen,NZ European,Male,1,N,Y,6.4,3.8,5.3,4.8,4.5,Y,2024,Workload felt unmanageable at times
1000002642,Education,NZ Citizen,Māori,Male,3,N,N,7.0,8.3,9.0,3.9,6.9,Y,2024,Would appreciate more feedback on assessments
1000005414,Arts & Social Sciences,NZ Citizen,Asian,Female,1,N,N,5.7,7.5,6.1,4.9,6.5,Y,2024,Library resources met my needs
1000000782,Business & Economics,NZ Permanent Resident,NZ European,Female,1,N,N,8.6,6.7,5.0,6.8,7.0,Y,2024,Course content felt outdated in places
1000006344,Arts & Social Sciences,NZ Permanent Resident,Unknown/Not Stated,Female,2,N,N,6.5,5.5,8.2,6.8,7.0,Y,2024,Would appreciate more feedback on assessments
1000000927,Education,International,Asian,Female,3,N,N,9.5,8.0,5.1,7.2,7.4,Y,2024,Enjoyed the hands-on learning approach
1000005457,Business & Economics,NZ Citizen,NZ European,Female,1,N,N,8.3,7.2,6.3,5.8,7.3,Y,2024,Enjoyed the hands-on learning approach
1000005453,Business & Economics,International,Asian,Female,1,N,N,8.0,8.5,6.8,5.7,7.6,Y,2024,Felt isolated during online delivery
1000005778,Health Sciences,NZ Citizen,Unknown/Not Stated,Male,1,N,Y,6.7,8.5,7.0,6.9,6.8,Y,2024,Would benefit from more career guidance
1000002357,Education,NZ Citizen,Other,Female,2,Y,N,6.2,10.0,6.7,8.4,7.4,Y,2024,Library resources met my needs
1000004317,Arts & Social Sciences,International,Asian,Female,1,N,Y,7.4,6.4,3.9,7.4,5.4,Y,2024,Support services were very helpful
1000003658,Foundation Studies,NZ Citizen,Māori,Male,2,N,Y,9.0,2.4,7.0,5.1,5.3,Y,2024,Library resources met my needs
1000006110,Business & Economics,International,Other,Male,2,N,N,8.8,8.7,7.4,7.2,7.6,Y,2024,Workload felt unmanageable at times
1000004313,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Female,1,N,N,4.6,3.1,6.6,6.9,4.4,Y,2024,Course content felt outdated in places
1000001094,Arts & Social Sciences,NZ Citizen,Asian,Male,1,N,Y,8.3,6.5,8.9,7.0,7.7,Y,2024,Administrative processes were confusing
1000001121,Arts & Social Sciences,International,Asian,Female,1,N,N,7.7,5.4,3.3,4.4,4.9,Y,2024,Administrative processes were confusing
1000002629,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,Y,N,9.2,2.9,6.7,9.0,6.4,Y,2024,Scholarship support made a real difference
1000005896,Arts & Social Sciences,International,Asian,Female,2,N,Y,6.2,5.2,6.4,6.1,4.7,Y,2024,English language support was invaluable
1000005036,Education,International,Unknown/Not Stated,Male,2,N,Y,9.0,8.5,4.1,4.5,6.8,Y,2024,Would benefit from more career guidance
1000003917,Science & Technology,NZ Citizen,Māori,Male,4,N,N,7.4,8.2,5.5,8.0,6.9,Y,2024,Timetabling clashes made study difficult
1000000809,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,4.6,5.4,8.3,4.9,6.0,Y,2024,Scholarship support made a real difference
1000005528,Business & Economics,NZ Citizen,Māori,Female,1,N,Y,4.0,5.8,5.7,4.1,4.3,Y,2024,Campus facilities are excellent
1000001726,Education,International,Other,Male,1,N,N,7.1,7.5,3.4,8.7,6.2,Y,2024,Timetabling clashes made study difficult
1000006284,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,7.0,7.2,7.9,5.2,7.6,Y,2024,Library resources met my needs
1000001654,Science & Technology,NZ Permanent Resident,Māori,Female,3,Y,N,8.8,8.0,4.3,5.7,6.8,Y,2024,English language support was invaluable
1000005312,Science & Technology,NZ Citizen,NZ European,Male,3,Y,N,8.8,7.8,5.3,4.8,6.8,Y,2024,Cultural events helped me feel included
1000006397,Business & Economics,NZ Citizen,Māori,Female,2,N,N,7.9,7.7,7.8,6.7,7.3,Y,2024,Enjoyed the hands-on learning approach
1000006010,Business & Economics,International,Asian,Female,3,N,N,8.5,8.3,8.7,6.1,7.0,Y,2024,Great sense of community in my programme
1000001888,Health Sciences,NZ Citizen,Māori,Male,2,N,Y,9.4,6.5,7.1,3.9,6.7,Y,2024,Library resources met my needs
1000004966,Arts & Social Sciences,NZ Citizen,NZ European,Not Stated,3,N,Y,6.0,6.1,8.5,8.1,7.3,Y,2024,Workload felt unmanageable at times
1000006119,Foundation Studies,NZ Citizen,Māori,Male,1,Y,N,7.4,5.1,3.6,6.7,4.6,Y,2024,Cultural events helped me feel included
1000006206,Arts & Social Sciences,International,Other,Female,2,N,N,10.0,6.3,4.8,9.7,7.7,Y,2024,Felt isolated during online delivery
1000005976,Science & Technology,International,Asian,Non-binary / Gender Diverse,1,N,N,7.3,8.9,4.5,6.8,6.9,Y,2024,Lecturers were approachable and knowledgeable
1000002486,Business & Economics,NZ Citizen,Pacific Peoples,Female,3,N,N,6.4,6.8,3.1,7.9,5.6,Y,2024,Workload felt unmanageable at times
1000006357,Education,NZ Permanent Resident,NZ European,Male,3,N,N,8.8,9.5,7.5,10.0,9.1,Y,2024,Timetabling clashes made study difficult
1000004144,Business & Economics,NZ Citizen,NZ European,Male,1,N,Y,7.7,7.1,4.2,8.1,6.4,Y,2024,Cultural events helped me feel included
1000004204,Arts & Social Sciences,NZ Citizen,Māori,Female,4,N,Y,6.8,5.0,5.0,8.4,5.2,Y,2024,Clear pathway to employment in my field
1000002124,Business & Economics,International,Other,Male,1,N,N,8.3,6.3,2.7,7.1,5.8,Y,2024,Would appreciate more feedback on assessments
1000003096,Business & Economics,NZ Citizen,Asian,Female,4,N,Y,6.8,9.9,6.5,7.7,7.8,Y,2024,Course content felt outdated in places
1000004369,Health Sciences,NZ Citizen,NZ European,Female,1,N,Y,5.5,6.3,4.3,5.2,4.9,Y,2024,Lecturers were approachable and knowledgeable
1000003524,Business & Economics,International,Asian,Male,3,N,N,8.3,9.1,5.9,7.3,7.6,Y,2024,Support services were very helpful
1000005150,Education,International,Asian,Not Stated,2,N,N,10.0,6.3,4.4,8.2,6.9,Y,2024,Felt isolated during online delivery
1000001768,Education,NZ Citizen,Māori,Female,4,N,N,4.6,6.2,7.1,6.6,5.8,Y,2024,Enjoyed the hands-on learning approach
1000005395,Business & Economics,NZ Permanent Resident,NZ European,Male,2,N,N,7.8,7.6,6.8,7.3,7.6,Y,2024,Clear pathway to employment in my field
1000005649,Arts & Social Sciences,International,Asian,Female,3,Y,N,5.5,6.9,7.6,7.1,5.7,Y,2024,Clear pathway to employment in my field
1000002908,Arts & Social Sciences,NZ Permanent Resident,NZ European,Male,3,Y,N,7.1,6.1,4.5,4.2,4.4,Y,2024,Scholarship support made a real difference
1000001204,Business & Economics,NZ Citizen,Māori,Female,1,N,N,7.1,10.0,9.2,6.6,7.3,Y,2024,Administrative processes were confusing
1000006092,Arts & Social Sciences,International,Asian,Male,1,N,N,5.1,5.9,5.6,7.6,5.5,Y,2024,Would benefit from more career guidance
1000002389,Arts & Social Sciences,International,Asian,Female,2,N,Y,5.3,4.1,3.3,5.7,3.4,Y,2024,Workload felt unmanageable at times
1000006269,Business & Economics,NZ Citizen,Māori,Male,2,Y,N,9.6,5.8,6.9,4.5,6.6,Y,2024,Course content felt outdated in places
1000005186,Arts & Social Sciences,International,Asian,Female,2,N,N,7.3,4.2,6.9,7.0,6.1,Y,2024,Lecturers were approachable and knowledgeable
1000001966,Business & Economics,NZ Citizen,Unknown/Not Stated,Male,3,N,N,7.8,7.7,7.7,9.1,7.9,Y,2024,Scholarship support made a real difference
1000005221,Arts & Social Sciences,NZ Citizen,NZ European,Male,3,N,N,7.0,7.8,5.6,3.8,6.7,Y,2024,Enjoyed the hands-on learning approach
1000006462,Business & Economics,NZ Citizen,Asian,Female,3,N,N,7.0,4.8,7.4,9.0,6.1,Y,2024,Clear pathway to employment in my field
1000000518,Education,NZ Permanent Resident,Other,Male,3,N,N,9.0,3.2,5.8,9.8,6.6,Y,2024,Would benefit from more career guidance
